항목명1,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        밀폐용기,41.636,44.51,46.82,46.98,46.767,48.11,49.365,49.577,53.786,54.708,54.405,54.536,54.047,53.897,55.932,62.726,63.369,65.251,67.928,73.5,71.053,77.448,83.784,84.793,90.877,100,101.19,96.81,101.91,99.83
        부엌용용구,,,,,,,,,,,,,,,,55.92,56.055,56.167,57.443,58.716,66.2,94.559,99.321,98.952,99.132,100,100.03,102.47,104.99,106.73
        보일러,108.394,106.675,105.015,104.396,104.086,103.234,102.358,101.489,96.776,95.451,94.437,91.131,87.196,86.174,85.701,85.306,87.758,89.535,94.966,95.755,95.289,97.702,100.235,100.359,100.271,100,99.91,100.17,100.6,101.08
        건전지,52.419,53.647,54.577,62.054,65.724,67.996,71.548,73.994,79.806,76.475,73.405,72.347,73.98,76.409,79.559,82.399,83.765,86.526,86.841,90.96,93.59,95.111,96.531,97.185,97.676,100,103.81,107.55,108.5,110.96
        디지털도어록,,,,,,,,,,,,,,,,,,,,,84.58,85.511,89.092,101.085,104.508,100,99.59,100.85,102.04,97.92
        세탁세제,62.884,63.102,63.412,63.78,62.611,64.031,67.366,70.328,85.381,80.472,75.046,81.331,87.146,89.266,92.324,91.098,87.477,97.224,104.004,106.972,103.055,108.147,109.618,99.908,100.577,100,91.24,89.58,87.63,87.14
        섬유유연제,,,,,,54.701,54.86,56.934,65.675,65.94,64.892,63.789,62.242,63.145,65.308,69.948,72.856,77.863,86.151,96.158,88.648,97.492,101.06,89.765,91.502,100,95.02,89.07,88.12,86.56
        전구,51.073,52.678,56.988,58.415,60.288,62.633,66.579,72.942,86.708,83.796,80.92,80.458,79.766,79.666,81.207,81.714,81.83,81.898,82.443,83.097,83.539,87.856,98.786,99.334,97.535,100,100.23,95.8,93.6,92.4
        부엌용세제,30.359,32.579,34.148,40.387,42.248,44.417,45.135,47.374,62.257,61.887,60.325,64.719,68.937,70.732,75.286,77.199,77.283,77.476,80.062,87.761,88.791,91.544,97.476,98.069,98.264,100,101.89,101.53,96.67,96.85
        청소용세제,,,,,,,,,,,,,,,,62.814,69.494,74.614,81.315,86.771,88.181,89.93,98.558,99.579,99.669,100,100.37,100.96,101.48,108.91
        살충제,48.353,48.296,48.763,49.988,49.247,48.345,48.534,48.482,61.247,68.4,66.277,64.151,65.399,67.63,70.282,73.568,73.904,73.598,75.315,79.374,81.2,87.859,94.381,96.353,97.996,100,97.68,101.82,103.29,100.95
        가정용비닐용품,39.766,44.869,46.496,46.535,47.052,47.704,49.345,49.584,56.658,56.976,56.293,56.532,57.071,60.13,60.402,63.721,68.737,70.415,75.532,78.16,81.041,88.228,92.551,94.887,98.378,100,99.73,100.67,105.24,116.83
        키친타월,,,,,,,,,,,,,,,,67.58,68.909,71.848,74.596,86.174,88.738,97.332,100.148,101.126,100.281,100,99.05,97.41,97.53,99.88
        방향제,,,,,,,,,,,,,,,,85.782,89.335,90.071,90.564,95.912,99.788,98.823,99.531,98.957,99.929,100,101.06,103.62,105.29,106.36
        습기제거제,,,,,,73.206,72.163,71.62,75.872,73.206,69.418,71.547,78.859,82.481,82.706,76.968,78.02,75.775,77.327,84.465,86.07,93.607,95.952,97.319,94.53,100,105.76,110.25,110.02,101.98
        가사도우미료,15.111,20.016,26.473,28.336,31.127,34.628,38.893,44.063,45.494,45.594,46.17,49.948,52.634,57.287,62.143,63.516,64.173,69.882,73.063,74.185,80.582,85.108,91.199,93.139,96.154,100,101.85,105.5,115.74,120.68
        간병도우미료,,,,,,,,,,,,,,,,74.258,75.539,78.992,82.891,84.853,87.78,90.063,91.656,96.093,98.52,100,101.59,105.13,112.41,117.62
        감기약,41.702,49.211,49.236,49.412,56.991,60.228,62.488,61.704,61.634,59.536,63.436,66.439,68.775,71.413,72.475,73.427,73.824,76.817,84.893,86.49,86.876,89.453,91.741,93.681,95.341,100,102.83,104.04,107.46,110.66
        진통제,38.304,38.48,38.527,38.49,38.027,37.735,37.659,37.37,38.175,37.621,38.851,48.241,54.475,63.525,66.299,69.958,74.691,83.975,89.052,90.899,91.657,92.711,93.658,95.8,98.644,100,107.31,110.39,110.69,114.08
        소화제,30.909,30.871,38.375,39.373,39.05,38.782,39.506,46.073,51.237,53.144,49.618,62.714,62.8,63.437,63.64,66.322,70.417,71.423,72.793,78.655,80.758,85.106,90.33,92.988,96.037,100,100.73,101.12,101.73,111.11
        정장제,,,,,,79.521,79.547,78.659,76.605,72.496,72.689,71.023,70.605,71.835,71.665,77.722,89.62,89.53,89.199,89.096,89.48,94.781,98.664,99.55,99.6,100,100.61,101.66,102.57,105.33
        위장약,56.438,57.642,59.359,59.58,59.899,61.029,61.354,60.896,62.101,61.593,54.854,78.59,78.928,78.512,78.206,78.574,79.327,79.503,82.685,85.684,88.008,89.526,91.907,94.065,96.699,100,101.61,103.4,105.78,108.73
        진해거담제,,,,,,,,,,,,,,,,87.206,88.805,89.801,90.149,90.658,91.036,91.62,91.914,92.558,93.889,100,101.38,108.34,117.82,126.33
        소염진통제,102.022,103.202,104.398,104.07,102.089,101.137,100.96,100.294,102.401,100.26,92.472,88.135,84.684,82.734,80.97,80.317,80.035,79.68,79.868,81.863,84.687,87.284,92.483,95.421,98.304,100,101.12,103.78,107.15,109.3
        피부질환제,56.875,57.819,59.086,59.164,58.561,58.944,59.17,60.284,67.2,74.632,78.614,81.339,83.31,84.621,82.885,82.29,84.25,88.809,91.058,91.202,90.955,92.464,96.638,98.11,99.478,100,100.57,101.31,102.43,109.35
        치과구강용약,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.47,99.91,99.5,106.56
        조제약,,,,,,,,,,,121.956,121.343,121.261,120.546,120.69,120.78,121.897,122.471,121.051,121.263,121.907,120.78,108.269,101.938,99.919,100,98.75,97.49,96.29,95.1
        한방약,,,,,,,,,,,,,,,,81.147,81.018,81.16,83.087,84.893,86.049,91.248,94.49,97.074,98.506,100,101.26,101.95,104.77,113.33
        인삼,29.735,42.643,34.833,32.43,40.512,51.676,53.23,59.065,47.383,50.681,56.507,55.123,61.4,75.742,76.471,77.909,78.506,69.223,65.224,65.321,65.062,81.322,93.516,94.776,101.602,100,97.81,97.01,100.48,99.4
        홍삼,,,,,,,,,,,,,,,,,,,,,91.098,88.753,92.266,95.623,100,100,100,100,100,100
        비타민제,54.768,54.252,56.039,56.285,56.243,55.843,56.141,58.579,57.267,57.537,58.612,59.061,64.413,68.999,70.522,70.779,71.056,74.989,79.194,81.358,85.924,88.566,93.487,98.817,99.773,100,99.82,99.83,99.37,99.18
        건강기능식품,,,,,,,,,,,91.139,91.139,91.139,91.139,91.139,91.139,91.139,91.139,91.139,91.139,90.387,90.387,90.387,94.581,96.678,100,100.4,98.85,94.87,93.97
        병원약품,,,,,,,,,,,,,,,,,,,,,,,,,,100,98.61,97.08,95,93.92
        종이기저귀,,,,,,64.464,66.785,66.989,74.469,74.834,73.443,74.116,75.469,75.358,78.847,82.624,86.458,86.851,87.938,89.529,90.066,93.653,94.231,94.761,96.452,100,99.25,97.79,93.4,95.15
        생리대,33.813,34.401,34.815,36.528,36.644,40.056,42.73,42.68,53.923,61.427,61.439,66.364,70.844,72.426,70.455,70.358,69.819,71.747,73.723,79.052,80.266,85.583,91.57,97.048,99.795,100,98.97,98.57,97.95,97.63
        안경,85.808,95.363,101.191,103.586,106.54,106.781,106.701,100.187,100.908,100.587,98.272,97.413,98.706,99.64,100.319,100.524,99.569,99.294,99.117,99.318,99.293,99.599,99.535,100.022,99.704,100,99.97,99.72,99.65,98.71
        콘택트렌즈,,,,,,,,,,,103.678,102.269,101.992,102.338,101.845,101.984,101.882,101.848,102.043,102.137,102.06,102.196,101.277,100.162,100.089,100,99.37,98.44,97.11,94.7
        의료측정기,,,,,,,,,,,,,,,,,,,,,107.673,106.246,104.775,102.045,100.93,100,101.22,100.37,99.38,98.7
        보청기,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.63,101.35,101.36,101.36
        건강기기렌탈비,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100
        치료재료,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.03,101.18,98.83,99.22
        외래진료비,,,,,,,,,,,,,,,,82.437,84.896,87.155,88.935,91.016,93.077,94.543,95.259,96.232,98.035,100,102.31,104.94,107.52,109.91
        건강검진비,,,,,,,,,,,,,,,,84.35,87.521,89.805,92.09,93.313,94.081,94.88,96.981,98.6,99.509,100,101.13,101.7,102.42,103.32
        한방진료비,13.93,14.176,14.858,15.747,16.25,17.838,20.058,24.692,32.411,34.839,38.005,58.21,56.94,58.21,59.801,61.582,63.732,65.154,70.389,79.01,85.23,89.15,92.474,94.963,97.563,100,102.24,105.26,108.29,107.14
        약국조제료,,,,,,,,,,,,,,,,,,,,,,,,,,100,103.06,106.66,109.72,113.19
        치과진료비,,,,,,,,,,,71.86,81.398,81.285,84.207,86.728,88.075,90.108,93.448,96.662,100.068,101.55,103.082,104.588,102.144,99.77,100,101.94,103.94,104.69,103.6
        치과보철료,,,,,,,,,,,71.86,81.398,81.285,84.207,86.728,88.075,90.108,93.448,96.662,100.068,101.55,103.082,104.588,102.144,99.77,100,99.44,98.98,97.44,95.41
        입원진료비,,,,,,,,,,,,,,,,79.493,81.573,83.898,86.547,87.925,91.24,92.92,95.878,97.593,98.911,100,101.52,103.1,101.98,101.91
        병원검사료,,,,,,,,,,,,,,,,82.437,84.896,87.155,88.935,91.016,93.077,94.543,95.259,96.232,98.035,100,102.76,105.88,97.46,88.29
        소형승용차,82.272,84.663,89.242,89.556,89.766,89.916,89.916,89.631,88.019,87.196,88.552,91.128,91.608,93.593,91.956,92.787,96.408,96.724,97.629,97.537,97.737,99.334,99.998,101.284,101.333,100,101.86,102.5,102.44,101.68
        중형승용차,106.605,106.605,102.114,96.896,96.92,97.098,97.592,97.673,95.278,93.132,93.642,94.118,93.322,94.906,91.489,91.864,94.542,95.912,97.137,97.007,99.662,99.272,99.732,100.793,100.577,100,97.77,98.21,98.75,96.62
        대형승용차,,,,,,103.473,103.473,103.818,101.482,98.093,98.413,99.324,98.742,100.365,97.003,96.739,100.35,100.624,101.687,100.914,102.3,103.997,102.8,103.101,102.225,100,99.24,102.31,102.42,101.84
        경승용차,,,,,,76.722,76.722,76.722,76.78,76.953,77.912,81.89,82.124,82.372,82.878,84.937,88.956,90.25,86.797,87.158,88.884,93.122,94.901,97.023,96.955,100,97.78,102.16,102.29,103.47
        다목적승용차,,,,,,,,,,,91.538,94.505,94.758,95.772,93.156,93.263,95.532,95.649,95.757,96.612,99.091,100.247,100.159,101.539,100.643,100,100.15,99.79,98.57,96.89
        수입승용차,,,,,,,,,,,,,,,,,,,,,104.747,101.509,99.148,100.973,102.146,100,102.31,102.95,99.23,97.9
        자전거,28.965,31.325,36.393,38.122,41.795,43.499,43.749,46.755,59.016,59.346,57.354,57.98,56.685,55.93,55.409,56.193,56.694,58.6,71.938,87.261,83.262,85.413,92.462,94.168,97.291,100,99.57,97.85,101.42,100.08
        휘발유,24.631,30.769,35.673,39.087,37.808,38.283,43.279,54.149,71.716,76.591,80.436,82.762,82.5,84.276,88.76,93.325,97.182,99.749,111.305,104.57,112.935,126.65,131.24,127.074,120.969,100,93.01,98.98,104.88,97.39
        경유,13.394,13.394,14.641,15.755,16.718,17.622,22.134,28.277,40.583,38.641,45.616,48.406,51.318,58.701,68.449,81.237,92.387,96.361,122.181,106.279,115.545,133.256,138.68,132.562,125.806,100,91,98.79,107.01,102.84
        자동차용LPG,,,,,,,,,,,43.868,54.063,56.228,69.812,82.947,88.792,92.314,95.518,124.25,102.533,117.765,133.175,136.6,132.828,130.52,100,90.94,102.52,108.39,99.91
        자동차용품,,,,,,,,,,,,,,,,,,,,,124.274,110.135,98.855,115.826,105.271,100,97.45,95.4,93.4,92.71
        자동차타이어,,,,,,,,,,,67.872,70.904,70.797,71.113,71.894,72.069,74.568,78.004,86.484,89.067,92.243,103.512,104.02,103.047,102.193,100,97.92,97.96,92.73,90.76
        자동차수리비,,,,,,,,,,,,,,,,84.699,90.317,91.129,93.839,95.617,96.43,98.383,99.298,99.259,99.727,100,100.58,101.31,103.14,104.98
        엔진오일교체료,57.628,57.628,57.718,58.478,56.484,56.564,56.248,55.852,62.686,57.021,55.192,55.022,55.096,55.514,60.228,62.803,65.608,67.33,77.604,85.244,86.924,92.401,95.058,96.457,98.529,100,100.41,102.1,107.34,110.87
        세차료,,,,,,45.911,48.187,49.457,51.635,50.506,50.597,51.635,54.207,58.812,60.832,61.708,63.626,65.462,69.278,71.767,75.43,79.911,85.123,89.914,94.742,100,105.17,110.24,117.25,124.65
        자동차학원비,44.954,47.569,50.076,52.234,55.923,58.891,62.369,62.875,62.875,63.356,68.589,69.538,70.041,71.099,72.231,70.51,69.987,76.979,87.58,87.527,87.688,86.92,91.231,95.246,96.22,100,104.9,135.87,151.82,161.17
        주차료,20.484,30.945,41.517,41.854,42.806,61.095,64.76,81.905,86.99,87.901,88.59,89.343,90.007,90.118,89.742,90.871,91.772,92.037,91.848,92.159,92.56,94.75,95.12,98.277,99.559,100,102.28,104.04,104.31,105.77
        도로통행료,,,,,,68.12,68.12,73.978,76.907,79.11,83.516,83.516,87.302,89.195,94.345,95.375,99.134,99.476,97.028,96.805,96.805,97.071,100,100,100,100,104.11,104.04,102.7,102.49
        승용차임차료,,,,,,65.612,65.723,65.356,65.563,65.547,66.86,67.021,67.216,65.684,65.249,65.232,66.738,66.559,67.33,75.912,82.517,82.627,86.865,100.218,100.134,100,100.01,99.83,99.61,99.72
        대리운전이용료,,,,,,,,,,,,,,,,95.403,95.339,97.239,100.3,98.718,98.353,98.787,99.541,99.72,98.921,100,103.32,105.47,108.06,111.16
        자동차검사료,,,,,,,,,,,118.024,123.022,77.165,100,100,100,100,100,100,100,100,100,100,100,100,100,103.77,109.05,109.05,109.05
        열차료,32.018,34.958,36.695,42.009,47.093,50.215,56.382,59.04,62.26,64.235,66.947,70.853,75.474,77.583,83.846,83.016,83.915,91.899,93.31,93.31,93.31,93.536,96.016,96.016,96.016,100,100,98.34,97.15,97.15
        도시철도료,16.798,20.869,20.869,24.65,29.577,30.16,33.565,35.51,37.455,41.205,44.296,49.551,49.551,55.049,61.883,71.515,72.266,79.167,81.169,81.169,81.169,81.494,90.811,92.576,92.955,100,105.94,107.57,107.93,107.93
        시내버스료,13.263,15.629,18.711,22.263,25.042,28.797,32.737,35.852,43.842,44.355,48.194,53.069,53.199,59.78,63.463,70.162,71.32,78.983,80.52,80.52,80.848,83.947,91.634,93.827,95.514,100,104.94,105.91,105.67,107.01
        시외버스료,17.51,20.97,25.987,31.904,36.064,40.151,43.678,47.309,58.836,58.836,61.174,64.421,68.643,70.05,74.241,78.432,81.229,86.824,87.726,90.431,92.09,94.4,94.4,98.99,99.992,100,100,99.98,99.84,111
        고속버스료,23.883,28.182,30.693,36.595,40.905,44.964,48.781,52.667,62.201,62.201,64.514,67.712,72.017,73.452,76.676,79.9,81.871,85.813,87.131,91.086,93.053,95.876,95.876,99.313,100,100,100,100,100,106.63
        택시료,26.063,28.827,31.161,32.494,39.891,42.317,44.729,44.891,52.415,54.348,54.369,55.746,62.334,63.557,63.557,65.775,72.534,73.29,73.789,82.485,86.252,86.252,86.252,93.945,100,100,100,100.43,101.32,113.91
        국내항공료,32.775,39.588,42.713,45.504,45.504,45.504,44.044,43.491,55.697,57.547,65.786,71.661,79.285,79.422,83.351,86.626,86.143,86.453,95.153,87.818,89.601,96.769,101.635,106.87,107.315,100,97.93,102.83,107.37,108.61
        국제항공료,,,,,,52.34,52.314,53.36,62.314,65.966,67.964,69.533,72.087,75.638,80.497,87.299,92.472,94.079,105.297,93.446,102.945,113.987,117.837,114.314,111.646,100,98.77,101.73,107.2,105.89
        여객선료,,,,,,,,,,,,,,,,77.658,80.544,81.475,86.198,88.799,91.592,95.148,102.094,98.235,97.829,100,99.35,101.04,101.76,102.65
      기타 여객운송,48.231,51.96,56.674,65.174,69.406,73.162,79.034,84.1,88.924,88.015,85.68,83.359,83.252,82.795,79.061,76.623,76.329,75.493,76.01,76.552,77.586,83.14,86.84,91.383,96.332,100,102.05,103.19,105.22,107.35
        이삿짐운송료,38.358,41.326,45.079,51.824,55.195,58.186,62.856,66.886,70.722,69.999,68.148,66.921,67.455,67.552,65.439,63.565,64.571,66.117,68.299,69.358,71.65,79.306,84.496,88.904,94.463,100,103.16,105.54,109.01,111.55
        택배이용료,,,,,,,,,,,120.184,115.576,114.154,112.522,105.492,101.817,99.441,94.715,92.594,92.339,91.44,91.554,91.414,96.221,99.972,100,100.45,99.82,99.71,101.23
        우편료,44.752,45.906,45.906,47.445,49.07,52.542,58.61,60.911,65.513,65.513,65.513,65.513,73.865,73.865,74.821,79.598,80.394,84.374,84.374,84.374,84.374,85.893,90.449,94.429,100,100,100,106.81,109.07,117.47
        휴대전화기,,,,,,"1,760.58","1,696.17","1,575.57","1,223.60","1,159.05",803.185,762.225,604.681,392.992,311.476,242.073,184.54,141.592,131.446,125.273,121.773,117.074,112.407,109.037,105.514,100,100.28,101.89,102.93,102.26
        유선전화료,130.784,125.455,125.216,120.388,114.46,108.542,108.542,105.521,106.859,107.131,107.131,106.22,104.355,100.141,98.802,98.239,98.239,98.239,98.239,98.239,98.239,98.239,98.239,98.239,99.411,100,100.15,100.14,100.14,100.14
        휴대전화료,,,,,,188.799,188.799,168.032,154.06,152.424,137.41,131.078,122.915,115.873,114.144,111.156,111.156,109.34,107.376,107.339,105.802,103.616,100,100,100,100,100,100,98.43,95.19
        인터넷이용료,,,,,,,,,,,106.61,103.305,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100.07
        휴대전화기수리비,,,,,,,,,,,,,,,,,,,,,,,,,,100,104.91,109.95,111.62,114.03
        TV,976.392,975.565,965.72,964.619,937.703,825.979,797.412,755.426,735.256,695.468,621.293,624.244,595.979,512.429,440.63,383.325,302.795,239.195,212.171,193.707,166.299,159.301,131.142,125.103,112.781,100,91.21,83.3,74.43,69.08
        영상음향기기,242.558,239.889,239.889,239.163,234.311,220.769,217.089,214.827,209.381,198.637,174.51,169.276,165.902,158.923,156.335,154.921,146.957,132.719,119.411,120.599,112.315,98.209,93.51,100.706,99.663,100,100.35,97.71,95.11,93.98
        사진기,600.923,601.169,601.657,600.235,596.162,589.043,556.008,550.364,568.28,555.91,532.452,511.773,494.156,456.793,427.151,415.002,295.298,218.551,188.669,176.944,169.314,149.351,126.851,112.157,102.353,100,113.02,106.99,98.65,93.46
        컴퓨터,"1,254.05","1,237.64","1,219.77","1,178.81","1,116.31",825.791,662.56,526.786,478.408,464.164,404.981,369.584,350.115,315.562,300.918,270.223,212.563,175.211,156.658,162.219,133.637,123.257,111.183,106.708,101.148,100,101.89,103.1,101.52,98.76
        컴퓨터수리비,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.08,102.08,104.93,104.93
        휴대용멀티미디어기기,,,,,,,,,,,,,,,,,,,,,130.036,120.996,112.252,108.374,106.386,100,104.35,110.15,115.11,116.54
        프린터,,,,,,364.723,364.723,363.81,389.584,382.713,374.961,329.329,253.818,185.589,176.401,170.888,148.796,117.515,103.827,116.062,124.332,114.591,100.148,95.995,97.407,100,108.47,108.56,110.51,118.3
        컴퓨터소모품,,,,,,,,,,,,,,,,74.403,73.553,74.366,75.922,85.836,86.872,86.141,90.13,91.517,91.566,100,107.18,107.46,104.83,107.99
        저장장치,,,,,,230.756,230.276,223.488,223.43,219.374,210.141,208.967,205.483,203.82,204.065,201.838,201.721,198.308,198.291,216.586,192.303,143.018,135.444,125.354,105.88,100,106.21,119.4,91.71,75
        피아노,48.597,48.636,48.664,50.532,56.6,58.201,62.945,63.212,66.103,65.463,69.991,75.292,77.695,83.596,88.792,88.887,88.813,89.391,89.242,100.145,102.698,101.62,106.078,105.756,101.692,100,100.53,102.39,102.81,104.41
        현악기,35.166,41.469,47.368,53.756,57.463,67.299,69.682,71.768,81.963,83.533,88.004,88.217,87.645,86.303,86.398,86.346,86.101,86.317,87.324,91.418,92.993,93.156,98.432,99.582,99.975,100,97.66,101.49,107.58,109.15
        헬스기구,,,,,,,,,,,,,,,,,,,,,,,,,,100,101.67,101.92,101.24,98.55
        장난감,74.697,76.048,79.248,80.2,82.908,85.23,87.069,88.234,92.417,94.619,90.748,89.183,88.941,88.578,88.132,89.841,90.679,91.472,91.689,98.232,99.4,98.836,97.899,96.831,97.765,100,104.47,105.23,105.99,105.88
        레저용품,34.665,41.691,42.602,48.348,50.85,54.205,59.281,63.504,68.526,69.249,72.657,74.007,73.807,75.078,75.066,74.704,76.95,78.967,79.222,80.628,80.92,86.275,90.478,95.667,98.045,100,103.56,104.09,100.89,100.88
        운동용품,107.101,107.101,107.101,107.101,107.603,107.639,107.532,107.828,107.954,107.658,107.084,106.619,106.28,105.513,103.542,101.034,98.584,97.278,96.95,102.221,103.796,103.605,103.137,102.053,101.192,100,102.07,98.39,99.75,92.78
        생화,27.15,29.084,30.455,30.788,35.074,32.701,38.974,44.072,42.331,43.713,45.558,51.961,55.51,57.985,59.507,62.413,67.499,70.775,71.264,75.086,84.716,85.718,92.008,93.033,99.605,100,109.88,110.58,124.6,125.92
        원예용품,,,,,,,,,,,,,,,,,,,,,95.822,96.98,99.281,100.102,100.406,100,99.59,98.9,99.05,99.12
        애완동물용품,,,,,,,,,,,62.668,62.359,60.986,61.017,62.699,64.418,64.149,64.058,68.599,81.916,83.989,89.427,92.715,95.19,98.797,100,102.37,103.02,100.78,100.13
        애완동물관리비,,,,,,,,,,,,,,,,76.991,77.537,78.609,80.758,87.028,88.38,94.108,96.561,98.24,99.415,100,102,103.04,104.61,102.63
        수영장이용료,,,,,,59.09,62.615,65.343,69.222,69.478,70.912,73.441,75.108,77.134,78.729,80.592,82.398,83.11,84.729,87.609,90.073,92.213,93.835,95.063,98.626,100,102.47,103.28,104.87,108.25
        스키장이용료,,,,,,,,,,,,,,,,75.328,80.783,83.475,86.35,88.559,91.136,93.231,94.523,95.996,97.122,100,103.47,107.58,107.07,112.38
        볼링장이용료,,,,,,61.858,63.435,65.501,66.491,65.388,60.652,61.334,62.739,67.046,70.053,71.951,73.252,75.302,78.683,81.015,82.687,86.491,89.331,92.887,97.075,100,102.45,105.81,108.99,111.16
        헬스클럽이용료,,,,,,,,,,,86.585,86.296,86.174,87.27,86.78,87.494,87.166,87.567,89.405,90.673,92.262,95.038,97.632,99.159,100.062,100,100.7,101.49,101.62,103.41
        골프연습장이용료,,,,,,96.032,97.28,97.768,93.518,88.884,91.125,90.525,91.224,95.621,97.033,97.352,97.652,100.273,101.944,103.477,104.863,104.129,104.103,103.402,101.006,100,98.92,97.48,96.81,96.86
        골프장이용료,,,,,,,,,,,66.407,68.333,69.037,70.663,73.513,75.571,77.977,82.247,85.465,80.742,82.431,94.937,95.536,96.555,99.104,100,101.96,103.81,105.76,108.15
        당구장이용료,,,,,,78.439,81.922,86.097,92.482,83.921,80.334,83.092,85.823,88.534,88.942,91.212,90.779,91.599,94.055,95.027,95.362,96.014,96.769,98.12,98.542,100,101.37,102.39,104.46,105
        노래방이용료,,,,,,61.268,64.678,65.78,69.343,68.996,68.985,69.169,70.21,71.515,73.366,75.424,75.908,77.039,78.498,85.575,88.719,92.128,93.39,95.992,98.64,100,101.03,102.53,103.66,104.91
        PC방이용료,,,,,,,,,,,114.517,109.88,105.748,106.206,105.548,102.482,98.734,97.76,95.942,96.804,96.078,96.239,97.783,100.015,101.279,100,97.36,98.53,104.28,106.1
        놀이시설이용료,,,,,,,,,,,60.507,62.968,66.139,74.832,77.842,78.619,81.954,83.284,86.697,89.35,91.314,91.482,91.861,94.844,98.992,100,102.69,104.65,109.15,112.62
        레포츠이용료,,,,,,,,,,,,,,,,96.358,96.519,100.503,103.924,105.957,106.993,107.341,109.433,105.196,99.241,100,102.78,105.38,105.74,106.49
        운동경기관람료,28.001,36.416,39.122,39.155,43.934,49.648,51.848,56.992,58.853,58.957,58.986,59.581,60.481,62.512,67.022,69.044,69.912,72.288,78.835,81.953,86.026,90.169,90.803,93.487,96.289,100,103.61,106.03,108.59,109.92
        영화관람료,35.548,40.69,45.09,48.016,50.122,53.377,59.713,61.583,62.939,64.447,65.939,72.225,74.653,75.873,76.587,76.904,77.583,78.834,79.564,84.692,90.214,90.777,91.037,92.09,98.029,100,102.67,103.5,111.16,114.01
        공연예술관람료,,,,,,,,,,,,,,,,69.015,70.758,82.427,86.552,85.016,89.668,89.848,90.12,90.639,98.022,100,101.52,103.02,105.17,104.66
        전시관입장료,,,,,,,,,,,,,,,,74.862,97.567,98.74,97.131,95.839,93.331,90.483,92.237,94.465,97.545,100,101.64,106.31,111.26,113.04
        독서실비,41.212,45.064,47.666,50.055,55.006,59.105,65.175,70.491,74.486,74.2,75.851,76.9,78.095,81.925,83.227,85.415,88.091,90.12,91.785,93.358,94.099,95.322,96.891,98.72,99.461,100,100.39,101.29,102.49,103.15
        문화강습료,,,,,,,,,,,,,,,,,,,,,91.29,92.88,94.878,96.108,98.328,100,100.77,101.75,104.77,107.33
