항목명1,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
        온라인콘텐츠이용료,,,,,,,,,,,,,,,,103.796,101.547,98.399,98.477,98.503,98.503,98.207,98.207,100.167,100,100,103.75,104.56,104.56,105.87
        방송수신료,94.852,94.852,94.852,94.852,94.852,94.852,92.101,92.101,92.101,92.101,92.101,92.101,94.043,96.2,96.338,96.246,96.246,96.791,97.168,98.404,98.989,99.574,100.37,99.947,99.995,100,99.88,99.34,99.36,99.44
        사진서비스료,51.102,52.307,54.19,58.938,59.245,60.178,63.091,66.647,80.437,73.698,72.058,71.313,71.289,71.938,72.712,71.932,72.711,74.341,76.984,82.804,86.481,89.76,94.127,95.646,97.521,100,101.88,104.72,106.85,109.65
        유아용학습교재,,,,,,,,,,,,,,,,,,,,,90.943,90.837,93.802,95.707,95.917,100,100.52,103.12,103.12,103.15
        초등학교학습서,18.065,18.995,19.549,21.917,22.711,25.891,30.1,31.416,33.004,39.273,39.624,45.472,50.297,55.759,56.753,58.622,59.37,62.283,66.271,74.013,78.86,85.411,88.137,89.29,91.945,100,101.56,105.47,110.2,113.24
        중학교학습서,23.591,25.099,25.186,26.593,26.935,30.601,42.208,48,49.7,53.802,55.601,56.824,60.964,66.428,67.827,68.95,73.633,75.287,76.46,85.739,87.161,88.715,90.992,95.428,99.498,100,100,100,101.39,106.23
        고등학교학습서,40.413,42.695,43.523,48.159,49.998,53.704,56.994,60.256,62.82,66.45,69.01,71.224,73.237,85.717,89.143,89.794,94.973,95.744,98.057,98.64,98.131,99.741,99.914,99.894,99.894,100,101.72,103.33,105.23,108.11
        교과서,32.676,35.196,37.359,39.262,40.9,42.83,51.76,54.412,53.334,53.334,52.154,55.118,60.584,57.395,55.521,51.637,51.013,49.946,39.433,43.135,44.812,61.208,70.547,81.135,91.487,100,100,100,85.93,76.15
        대학교재,,,,,,,,,,,81.972,82.813,84.425,87.076,87.964,89.825,92.96,94.308,94.473,96.269,96.628,96.628,96.628,96.628,96.628,100,102.36,102.36,102.69,104.33
        서적,42.2,42.2,42.2,42.2,42.2,51.589,57.071,58.377,62.423,62.784,64.59,64.913,66.528,67.249,67.346,67.739,69.556,73.886,75.816,76.291,80.103,82.559,86.908,91.897,96.677,100,100,102.29,102.71,102.94
        신문,26.91,32.132,33.821,40.013,40.576,45.642,51.694,54.086,56.337,60.84,66.768,67.619,77.732,81.671,81.387,81.103,81.103,81.103,94.843,100,100,100,100,100,100,100,100,100,105.56,111.11
        공책,33.962,34.179,36.215,36.974,38.305,46.286,56.986,60.511,63.615,63.634,63.65,64.62,63.703,64.853,64.175,63.74,63.379,63.224,64.462,73.779,75.163,85.896,88.215,88.188,97.293,100,100.79,100.84,101.61,104.23
        스케치북,45.329,47.143,51.146,54.668,56.376,70.446,77.044,76.915,76.839,73.323,72.29,72.001,71.808,72.597,72.26,71.519,71.734,71.149,74.75,89.501,91.723,96.103,97.335,98.244,99.678,100,99.76,98.51,97.42,98.75
        복사용지,49.155,51.179,56.841,63.834,68.172,83.155,89.641,86.925,98.449,86.391,84.083,83.446,82.535,81.841,81.063,80.791,80.468,78.805,83.693,98.491,101.834,105.262,106.341,106.057,103.421,100,98.08,96.9,101.22,103.58
        기타문구,,,,,,,,,,,,,,,,,,,,,73.626,79.541,89.155,91.402,97.25,100,101.34,103.45,107.03,108.97
        필기구,29.983,34.778,36.439,37.066,41.34,51.161,52.189,52.649,62.117,62.923,63.151,63.725,64.014,64.24,64.814,64.877,64.926,65.023,70.531,81.64,82.117,91.984,95.152,95.635,97.598,100,101.14,102.35,102.8,103.69
        회화용구,42.939,48.784,52.446,53.778,55.276,61.048,61.302,61.599,74.222,74.769,73.939,73.983,74.02,73.819,73.613,73.32,73.265,73.064,74.756,82.421,84.468,88.783,93.345,94.026,96.996,100,100.13,100.22,100.39,104.77
        국내단체여행비,,,,,,,,,,,80.717,84.014,87.727,94.67,92.154,91.229,92.75,91.306,92.53,94.515,99.854,102.167,106.525,108.102,107.287,100,100.61,102.83,103.04,101.13
        해외단체여행비,,,,,,,,,,,67.892,69.482,66.817,67.609,73.2,85.582,86.859,86.217,97.716,89.791,92.195,99.371,102.323,105.804,105.833,100,103.03,100.38,101.2,99.58
        유치원납입금,22.785,26.227,28.88,31.544,35.451,42.015,48.113,52.583,54.775,55.282,58.74,64.403,70.361,75.824,82.09,88.811,96.353,105.241,114.211,120.969,128.012,132.312,120.645,93.339,92.838,100,102.74,103.85,105.78,105.63
        고등학교납입금,38.914,41.088,45.91,50.26,55.427,64.351,70.922,75.234,75.928,81.722,88.309,89.936,95.772,101.888,106.707,109.626,113.005,117.48,120.093,120.458,120.458,103.092,99.715,99.757,99.813,100,100.1,100.39,100.47,86.9
        전문대학납입금,16.31,20.165,24.707,29.798,34.847,40.575,47.655,52.977,54.073,54.228,57.907,61.179,65.753,70.587,75.983,81.05,86.453,92.788,99.759,103.284,104.351,105.03,101.659,100.257,100.029,100,100,100,100.07,100.08
        국공립대학교납입금,24.43,26.469,28.896,32.085,35.656,40.109,45.072,48.137,49.274,50.324,54.552,58.107,63.188,69.861,77.742,84.133,90.274,98.008,106.344,108.602,109.537,109.938,102.508,100.532,100.164,100.01,99.84,99.52,98.66,98.43
        사립대학교납입금,22.115,25.453,29.13,34.033,38.651,43.973,50.453,54.374,55.445,55.753,59.899,63.489,67.572,72.379,77.237,81.317,86.501,92.585,99.233,100.771,101.875,104.032,101.549,100.489,100.114,100,99.99,99.93,99.52,99.07
        국공립대학원납입금,,,,,,38.788,44.314,49.028,50.91,51.329,55.169,58.764,62.939,67.509,72.007,76.023,82.85,90.158,97.657,98.936,99.958,100.258,100.103,100.058,100.013,100.01,100.25,100.36,100.66,101.23
        사립대학원납입금,,,,,,32.506,38.226,41.216,41.98,44.039,49.588,53.431,58.209,63.962,70.244,77.167,81.502,86.789,92.512,94.095,95.651,97.851,97.918,98.411,99.365,100,100.49,100.99,101.54,101.99
        초등학생학원비,28.708,32.453,36.037,40.396,43.972,46.942,50.839,54.862,59.189,58.313,58.377,60.293,62.185,63.47,65.644,67.259,69.221,73.138,77.897,81.153,85.074,88.406,92.495,95.709,98.417,100,102.08,103.13,104.83,105.9
        중학생학원비,,,,,,,,,,,,,,,,67.851,72.192,75.623,79.727,82.011,83.719,86.383,91.049,95.205,97.073,100,101.87,102.88,104.71,106.59
        고등학생학원비,24.707,26.338,28.514,30.82,32.175,38.076,43.518,46.183,47.399,47.561,49.11,51.659,54.45,57.99,60.686,63.207,67.251,71.363,76.034,78.177,80.816,84.749,89.861,94.526,97.431,100,102.94,105.22,107.55,109.54
        음악학원비,31.058,34.461,37.291,41.203,45.058,50.214,53.344,57.446,60.07,59.982,60.883,62.563,64.329,67.277,69.435,71.448,73.967,77.742,80.952,83.316,85.597,88.515,93.028,96.193,98.058,100,103.09,106.31,109.5,111.39
        미술학원비,30.89,37.572,39.361,42.551,46.051,48.89,51.807,55.588,56.953,55.881,57.498,59.414,61.691,66.742,69.426,70.121,72.335,75.374,78.704,81.065,84.112,88.275,92.325,95.031,97.621,100,102.85,105.21,107.44,109.95
        운동학원비,,,,,,45.048,47.972,51.264,54.969,55.843,57.643,60.083,61.903,65.189,68.118,70.79,73.504,76.042,80.013,81.529,84.13,87.818,90.286,92.857,96.585,100,103.29,106.35,110,113.41
        전산학원비,41.003,44.109,47.005,49.263,51.325,52.417,56.623,60.611,62.656,62.184,63.811,64.06,64.379,66.288,68.064,69.557,71.169,72.004,74.52,76.41,80.739,84.689,88.822,94.445,97.473,100,101.48,101.69,103.2,104.59
        가정학습지,30.461,32.259,37.374,41.895,45.526,51.147,59.142,62.53,68.602,68.934,75.664,76.938,82.336,83.32,89.147,90.357,90.357,97.232,97.857,97.857,97.857,98.624,99.618,101.305,101.157,100,101.61,101.66,102.06,105.12
        이러닝이용료,,,,,,,,,,,,,,,,85.79,83.896,85.948,88.378,88.793,89.023,95.631,97.367,98.934,98.934,100,101.74,101.74,101.74,110.31
        학교보충교육비,,,,,,,,,,,83.748,86.616,87.286,87.279,89.569,92.313,95.151,96.712,98.312,99.097,99.797,98.7,98.902,98.925,99.738,100,100.03,102,103.47,104.53
        취업학원비,,,,,,42.507,46.378,49.038,50.859,52.024,53.744,57.386,58.483,62.147,65.636,68.757,71.518,74.612,79.475,83.834,86.257,88.593,92.151,95.456,97.397,100,99.85,102.3,106.13,105.06
        외국어학원비,29.501,32.89,35.635,37.334,39.695,43.002,46.592,52.347,54.666,55.07,56.437,59.485,61.475,64.198,66.268,68.123,70.434,74.611,78.607,82.228,85.417,89.715,92.789,95.653,98.328,100,101.84,103.49,105.94,107.96
        운동강습료,50.362,53.854,57.309,58.27,61.25,63.39,66.343,69.75,75.715,72.894,73.486,78.532,80.791,81.937,82.971,82.825,84.012,85.11,87.684,89.402,89.568,91.382,93.809,95.603,98.486,100,101.73,102.75,104.08,106.46
        김치찌개백반,36.643,45.492,51.03,53.385,56.233,61.039,65.26,68.682,69.471,67.966,67.654,68.105,69.47,71.832,74.048,74.512,75.07,75.884,80.099,83.992,86.549,92.327,94.398,96.42,98.604,100,101.28,103.73,106.76,110.32
        된장찌개백반,37.221,45.107,50.332,52.807,55.693,60.256,64.006,68.182,68.594,67.429,67.425,68.256,69.29,71.526,74.178,74.694,75.659,76.176,79.973,83.92,86.098,92.089,94.946,96.887,98.573,100,101.37,103.54,106.98,110.8
        비빔밥,40.045,50.888,56.13,59.158,61.23,63.287,65.819,67.564,68.387,68.904,69.185,69.784,71.958,74.032,76.119,76.592,77.805,78.596,81.928,84.021,86.705,91.815,94.337,96.701,98.131,100,101.54,103.29,106.91,110.44
        설렁탕,37.872,45.811,48.705,51.805,54.378,57.584,60.305,61.951,63.165,62.652,63.669,64.931,66.698,70.021,71.342,72.331,74.062,76.509,79.301,81.99,85.113,91.887,93.979,95.401,97.063,100,101.78,105.14,109.81,112.77
        갈비탕,36.19,42.71,46.265,48.443,50.577,52.462,56.152,57.84,58.916,57.535,58.758,60.438,63.043,66.157,67.969,70.24,72.313,73.858,77.207,80.087,83.469,88.617,90.338,93.152,95.933,100,104.04,108.67,115.2,118.67
        삼계탕,,,,,,56.319,58.421,59.726,61.289,60.294,60.74,62.921,64.941,66.216,68.307,71.185,72.87,74.383,78.584,84.434,87.557,91.869,94.364,96.104,97.979,100,101.28,103.3,106.34,109.02
        해물찜,,,,,,,,,,,,,,,,,,,,,87.618,92.941,96.043,97.427,98.376,100,101.76,103.5,105.72,107
        해장국,,,,,,,,,,,,,,,,,,,,,87.463,93.899,96.504,97.908,98.544,100,101.69,103.4,107.34,109.82
        불고기,40.325,48.883,52.409,55.573,60.275,62.972,66.44,67.652,66.713,64.556,65.059,65.667,69.419,71.403,74.375,77.074,80.678,82.765,84.512,86.928,89.837,94.77,95.482,96.563,98.053,100,103.72,105.79,108.4,111.1
        쇠고기(외식),32.831,39.785,42.401,44.143,47.201,48.598,50.963,51.778,51.567,50.024,51.02,52.088,60.251,64.281,70.344,74.223,78.59,80.872,83.618,86.463,91.585,95.256,96.54,97.186,98.662,100,104.08,106.45,109.77,112.25
        돼지갈비(외식),,,,,,,,,,,55.304,55.595,57.581,60.18,64.378,68.165,70.05,70.902,73.918,78.66,81.971,93.091,94.847,95.61,97.481,100,102.14,104.56,108.52,110.92
        삼겹살(외식),,,,,,,,,,,51.572,51.916,53.393,56.603,61.205,64.626,66.295,67.528,71.998,78.121,80.825,92.834,94.756,95.225,96.979,100,102.38,105.04,108.47,110.71
        오리고기(외식),,,,,,,,,,,,,,,,,,,,,89.588,95.284,96.921,97.557,98.79,100,100.43,101.7,104.23,105.7
        냉면,41.959,48.986,52.38,56.053,58.678,59.972,62.981,66.519,68.129,66.439,67.44,68.474,69.935,72.537,73.143,73.909,74.882,75.578,78.854,80.788,82.69,89.305,92.641,95.121,97.377,100,101.53,103.89,108.16,111.91
        칼국수,28.242,35.569,42.479,46.966,51.297,55.576,58.508,61.944,66.659,65.468,65.691,66.282,67.076,69.495,71.625,71.892,73.714,75.206,81.928,84.618,86.853,92.824,94.915,97.24,98.832,100,101.96,104.33,108.33,111.32
        죽(외식),,,,,,,,,,,,,,,,81.072,81.072,81.072,85.126,89.18,89.18,96.136,98.454,98.454,98.454,100,102.18,102.18,106.64,114.08
        생선초밥,47.127,57.113,61.096,62.929,65.906,69.791,71.763,73.368,74.136,74.793,76.248,77.722,79.501,83.141,85.822,86.24,87.325,87.822,88.936,91.178,92.998,95.051,96.047,97.918,98.987,100,102.25,103.64,105.71,108.14
        생선회(외식),,,,,,80.844,80.4,78.877,78.904,78.109,80.117,78.701,76.552,77.659,79.783,78.928,79.191,80.382,81.69,84.63,92.708,96.416,97.613,99.139,99.52,100,104.28,106.8,111.03,110.11
        자장면,26.513,32.1,35.852,38.769,42.757,45.575,49.544,52.453,59.825,57.709,58.53,59.262,62.758,69.324,70.953,71.252,72.19,74.886,84.681,86.165,87.24,93.339,94.445,96.09,97.308,100,102.81,106.1,110.83,115.04
        짬뽕,27.136,31.886,35.64,38.371,42.173,44.647,48.363,50.949,58.152,57.114,58.083,59.201,62.595,68.147,69.715,70.381,71.455,73.631,82.137,83.709,84.614,90.712,92.151,94.924,97.128,100,103.18,107.3,112.89,117.42
        탕수육,,,,,,62.219,66.301,68.142,71.321,71.181,71.213,71.457,72.709,73.901,74.435,74.981,75.756,77.249,81.354,83.066,84.098,92.829,94.826,96.404,97.911,100,101.91,104.25,107.51,110.58
        볶음밥,,,,,,,,,,,63.425,64.26,67.166,71.611,73.492,74.342,74.95,76.87,84.199,86.119,87.271,92.908,94.174,96.172,97.872,100,102.96,106.66,111,114.39
        돈가스,40.944,48.806,53.662,56.058,59.954,63.596,66.246,67.131,69.708,70.068,70.417,73.299,75.628,77.09,78.006,78.581,80.257,81.842,85.207,88.023,89.065,95.878,97.488,98.513,99.332,100,102.14,103.97,106.7,109.9
        스테이크,,,,,,,,,,,71.502,72.282,72.645,74.326,76.107,78.048,79.07,80.917,84.312,87.318,88.944,92.242,94.976,97.057,98.22,100,102.7,104.66,106.52,109.08
        스파게티,,,,,,,,,,,,,,,,77.744,79.882,81.722,85.668,89.322,90.954,94.191,96.441,98.042,99.373,100,100.77,102.43,104.7,106.24
        라면(외식),,,,,,44.319,46.288,47.259,57.784,58.81,58.715,59.538,61.602,62.635,63.926,63.981,64.679,66.689,76.716,80.533,82.417,86.757,90.005,93.017,96.588,100,103.51,107.89,112.41,116.77
        김밥,,,,,,58.195,60.736,62.293,66.225,65.483,65.41,65.972,67.433,67.177,66.468,66.108,66.175,66.676,77.944,83.206,85.454,89.292,91.136,94.037,97.471,100,104.73,112.85,119.23,125.78
        떡볶이,,,,,,,,,,,,,,,,,,,,,84.407,88.374,90.576,93.757,96.198,100,103.12,105.78,111.46,116.3
        치킨,38.06,40.228,41.987,44.056,46.547,49.549,54.211,56.169,62.847,62.075,62.261,63.169,64.995,67.06,71.268,74.609,76.599,78.632,85.011,91.365,93.697,94.345,96.57,98.616,99.412,100,100.35,101.23,104.01,109.37
        햄버거,45.879,50.472,54.26,58.221,59.925,61.029,61.354,56.731,60.652,67.492,67.492,67.773,70.867,74.242,84.365,84.365,84.365,85.138,87.971,93.526,94.155,99.626,100.195,95.488,97.1,100,100.23,101.35,105.71,108.25
        피자,,,,,,62.308,64.483,64.935,69.064,70.378,70.793,70.74,70.716,71.767,76.386,76.386,76.386,77.767,86.418,90.975,92.25,93.788,96.578,96.578,99.715,100,100,100,101.22,101.62
        커피(외식),29.362,35.246,42.371,42.482,48.461,51.313,56.021,61.076,68.97,67.576,69.041,69.628,71.831,74.362,76.002,77.377,79.376,81.994,84.747,87.068,89.404,91.52,93.799,96.451,97.592,100,100.39,101.14,101.77,104.37
        국산차(외식),34.83,42.728,50.079,50.908,58.081,62.571,68.071,71.688,77.22,75.927,76.982,77.752,80.479,82.928,84.25,85.423,87.445,89.466,91.759,94.464,95.04,96.53,97.797,98.499,99.299,100,99.93,100.16,100.18,100.32
        소주(외식),,,,,,,,,,,72.45,78.071,84.344,87.676,88.992,89.066,89.481,90.268,90.409,90.484,91.529,91.926,91.997,94.69,96.46,100,111.73,117.56,120.43,121.72
        맥주(외식),33.256,36.403,42.652,48.493,53.652,56.384,61.754,65.912,72.282,72.973,75.161,75.818,77.052,79.012,79.82,80.309,81.138,82.196,83.307,85.013,86.519,87.925,89.908,95.276,98.118,100,102.3,104.89,106.87,109.4
        막걸리(외식),,,,,,,,,,,,,,,,,,,,,96.459,97.495,97.841,98.463,99.316,100,101.56,102.64,103.47,105.15
        학교급식비,,,,,,90.902,94.318,97.249,108.339,110.657,111.642,115.911,119.5,124.466,129.442,136.967,142.685,147.969,153.699,160.353,161.818,133.356,108.845,99.489,93.476,100,103.23,105.41,101.06,59.44
        구내식당식사비,,,,,,,,,,,59.818,60.551,61.473,63.018,65.515,68.467,71.097,73.322,76.876,80.538,82.787,87.23,90.808,93.346,95.125,100,102.53,105.37,109.06,112.34
        도시락,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,106.55,109.01
        호텔숙박료,53.177,54.772,58.27,61.402,62.213,64.458,70.104,72.215,75.551,76.153,80.335,86.442,94.778,94.188,87.044,83.71,83.424,78.312,77.217,75.41,79.908,83.783,93.719,97.603,98.48,100,100.45,105.13,107.13,104.77
        여관숙박료,41.326,53.194,53.771,54.656,58.709,63.578,67.779,71.891,77.279,79.266,80.106,84.077,86.326,87.274,87.067,86.04,85.467,86.184,87.675,90.134,92.35,94.781,97.098,98.337,99.244,100,100.04,100.11,99.82,99.97
        콘도이용료,,,,,,36.557,36.557,36.849,37.434,38.713,44.745,50.189,53.679,55.618,56.043,59.109,59.922,64.842,67.852,73.915,78.546,90.105,96.605,97.102,96.629,100,101.21,103.61,119.62,120.9
        학교기숙사비,,,,,,,,,,,54.135,57.157,60.539,63.435,66.677,69.332,72.572,76.032,79.66,83.843,87.144,91.124,92.849,94.944,97.84,100,101.42,102.9,104.56,106.38
        휴양시설이용료,,,,,,,,,,,,,,,,,,,,,,,,,,100,102.98,102.98,102.98,105.96
        목욕료,16.55,23.671,26.463,28.55,31.111,33.71,37.176,41.33,52.111,51.776,54.886,58.786,59.765,62.499,62.764,62.578,63.996,66.358,73.068,78.334,81.458,86.155,90.458,93.949,98.095,100,101.5,104.16,108.52,111.87
        찜질방이용료,,,,,,,,,,,,,,,,74.726,74.639,75.386,78.612,82.636,84.703,87.943,91.105,94.206,96.447,100,101.23,103.94,107.42,110.96
        이용료,66.577,67.409,70.374,70.894,71.976,73.364,82.069,83.824,87.651,87.724,87.742,87.15,87.362,88.452,87.801,87.421,87.348,87.37,88.55,89.534,90.874,93.229,95.456,96.932,98.589,100,101.15,101.67,103.94,105.52
        미용료,35.9,38.838,43.693,48.829,51.645,52.82,56.319,59.323,61.503,59.975,61.484,62.475,64.587,67.546,68.509,68.208,68.06,69.207,73.305,77.493,79.963,85.865,89.995,93.545,97.799,100,101.24,102.76,106.02,108.33
        뷰티미용료,,,,,,,,,,,,,,,,,,,,,92.032,93.689,96.397,97.863,99.191,100,101.1,102.69,105.83,107.14
        면도기,46.358,46.5,46.724,46.841,47.25,48.251,50.84,56.188,76.447,84.3,84.269,84.326,84.831,84.971,85.217,86.032,86.513,86.269,86.756,89.939,87.164,88.559,91.45,92.92,93.509,100,106.71,108.64,108.47,105.77
        헤어드라이어,83.093,82.904,83.489,83.691,83.566,83.566,83.455,83.316,90.419,92.376,87.772,83.514,82.687,81.634,83.002,83.295,81.282,81.018,80.331,82.705,83.683,84.367,88.243,89.993,94,100,104.46,104.54,96.07,89.5
        칫솔,64.377,65.443,66.65,68.837,71.626,73.544,74.592,81.069,87.864,87.974,85.565,85.28,84.224,85.18,86.364,89.715,87.742,87.286,87.009,89.169,89.057,88.679,91.536,90.372,87.489,100,98.58,101.25,100.3,99.39
        치약,37.31,37.301,38.885,40.951,41.592,41.805,45.016,50.617,60.94,62.226,59.84,60.952,62.807,67.614,67.046,73.712,79.572,81.409,87.509,89.856,89.916,89.549,88.536,84.456,94.339,100,102.27,94.65,96.43,98.32
        비누,37.244,38.011,38.261,37.73,37.509,37.917,38.754,38.915,46.679,52.004,52.832,52.889,55.671,58.643,63.394,66.668,68.941,69.224,74.541,84.981,87.198,92.343,102.342,103.994,101.384,100,97.3,95.35,91.77,91.6
        샴푸,45.553,44.941,43.038,43.131,43.233,43.428,49.746,59.874,68.924,69.582,70.316,75.809,77.262,76.208,79.236,80.854,84.296,90.494,92.892,103.927,106.199,106.049,108.192,101.268,101.247,100,91.67,78.03,79.54,83.49
        바디워시,,,,,,,,,,,,,,,,,,,,,98.215,98.06,101.832,97.959,102.072,100,104.18,81.26,68.92,66.87
        화장지,49.567,49.646,49.761,51.165,51.374,56.173,59.861,60.107,74.19,70.959,69.181,68.414,68.889,69.244,71.181,72.971,75.002,77.263,84.189,90.98,94.451,99.496,102.583,102.734,100.926,100,99.74,94.68,92.79,94.78
        기초화장품,86.788,83.866,77.248,77.234,76.51,76.3,76.287,76.3,76.421,75.448,75.391,79.951,81.183,79.587,76.698,75.705,80.001,81.641,82.694,88.024,89.934,91.553,93.69,94.778,98.464,100,99.8,100.41,99.61,100.52
        기능성화장품,,,,,,,,,,,,,,,,72.896,67.634,65.386,75.825,79.178,78.928,79.158,78.085,89.676,99.378,100,98.7,97.76,96.29,94.9
        색조화장품,83.884,79.117,69.841,69.876,69.372,69.144,69.121,69.121,69.075,71.298,73.955,70.721,69.568,68.835,67.11,66.002,71.899,84.913,88.373,89.715,90.518,90.677,94.347,94.35,96.965,100,100.25,103.16,102.87,105.48
        모발염색약,,,,,,,,,,,116.235,117.407,116.457,113.746,110.666,111.46,111.72,111.079,108.664,109.045,108.117,107.621,108.472,103.924,92.942,100,100.11,88.97,84.98,84.26
        구강세정제,,,,,,,,,,,,,,,,,,,,,91.071,92.748,95.517,97.987,99.552,100,97.08,94.31,91.57,95.18
        손목시계,93.187,93.117,93.117,93.117,93.117,93.117,93.388,93.581,96.422,97.827,97.834,99.447,99.66,99.44,99.375,99.261,99.293,98.996,98.664,99.343,99.922,99.788,97.373,97.255,98.816,100,100.75,100.61,100.55,100.55
        장신구,,,,,,,,,,,,,,,,,,,,,85.452,96.561,97.275,100,100.432,100,99.45,102.06,104.85,110.77
        가방,47.751,49.396,51,54.332,55.054,55.343,55.473,56.063,57.197,57.966,58.249,59.929,60.077,61.874,58.116,59.548,61.712,63.403,64.152,64.346,65.205,66.596,71.846,81.04,86.969,100,104,105.08,106.7,110.62
        핸드백,28.871,31.642,32.375,37.735,42.47,43.574,43.574,43.574,47.742,56.079,55.15,54.217,72.182,75.306,73.215,75.967,76.942,76.942,79.208,80.632,80.994,85.785,88.113,86.869,96.913,100,102.01,103.56,106.06,106.78
        우산,64.018,66.801,67.851,67.769,68.691,70.015,71.9,73.254,79.584,82.909,82.78,82.581,82.663,82.091,81.932,81.291,80.931,80.694,81.724,85.694,89.073,92.926,96.384,98.636,99.573,100,99.67,99.03,99.17,99.04
        유모차,,,,,,,,,,,,,,,,,,,,,109.496,107.744,103.262,100.782,99.618,100,103.72,111.39,112.69,110.52
        지갑,,,,,,,,,,,,,,,,,,,,,,,,,,100,97.49,101.49,98.15,99.77
        산후조리원이용료,,,,,,,,,,,60.724,63.846,65.698,67.272,71.84,74.688,78.728,86.677,89.565,89.017,90.63,96.823,99.233,99.309,98.746,100,101.37,102.55,104.67,106.56
        보육시설이용료,,,,,,90.124,95.419,99.887,101.411,96.012,96.154,99.865,103.406,108.359,114.457,126.266,134.675,146.209,156.457,164.065,168.232,174.807,126.076,92.772,94.28,100,104.35,104.38,103.1,99.03
        요양시설이용료,,,,,,,,,,,,,,,,,,,,,88.992,88.992,91.217,93.715,96.939,100,101.68,105.73,115.48,122.35
        보험서비스료,,,,,,,,,,,,,,,,,,,,,,,,,,100,123.54,147.61,147.62,152.58
        자동차보험료,,,,,,66.162,73.225,79.215,79.215,74.322,74.322,80.268,79.525,78.466,83.779,86.109,96.492,103.811,107.563,104.32,101.488,102.664,100.685,100,100,100,102.43,102.51,101.74,106.02
        금융수수료,96.442,97.701,97.701,100.194,100.521,100.721,100.721,100.721,100.721,100.721,100.721,100.721,125.377,147.071,153.198,153.198,153.198,146.432,145.079,134.048,134.048,128.161,100,100,100,100,100,99.93,99.92,99.93
        부동산중개수수료,,,,,,,,,,,,,,,,,,,,,101.941,101.941,101.941,101.941,101.941,100,98.68,98.68,98.68,98.68
        행정수수료,42.091,42.091,42.091,42.091,42.091,42.088,42.704,44.78,45.008,52.539,61.363,62.519,72.888,75.071,75.771,76.376,78.445,78.445,92.449,93.722,96.089,96.089,96.484,100,100,100,100,100,100,100
        대입전형료,,,,,,91.914,98.433,106.186,105.505,105.543,100.487,100.32,101.384,101.248,100.563,98.083,98.385,99.733,109.367,106.556,106.323,106.74,104.719,102.339,100.449,100,98.69,98.75,86.33,85.92
        시험응시료,,,,,,,,,,,65.842,67.306,71.054,73.096,74.413,78.924,81.357,85.731,88.079,89.658,87.884,87.789,91.816,92.454,97.546,100,102.75,104.1,104.56,106.43
        장례비,,,,,,,,,,,,,,,,86.32,86.348,87.125,89.031,91.175,92.232,94.838,96.82,97.558,98.286,100,102.36,104.4,105.24,106.24
